label,batch,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
B,1,0.3941652476787567,0.6569138169288635,2.982034459364513e-07,0.435588002204895,0.6137750148773193,-0.0240002125501632,0.4577192366123199,0.5478547215461731,-0.0308343078941106,0.4224701225757599,0.4924631714820862,-0.0356399416923522,0.3838140964508056,0.4668360948562622,-0.0392862111330032,0.4605105519294739,0.4629486203193664,-0.0026542847044765,0.4678309261798858,0.3887678980827331,-0.0122042167931795,0.4667911529541015,0.343457818031311,-0.0235993508249521,0.4630351066589355,0.3021297454833984,-0.0329305045306682,0.4279309511184692,0.4518417716026306,-0.0017648164648562,0.4344956576824188,0.371269166469574,-0.0086377942934632,0.4359841346740722,0.320842981338501,-0.0196008589118719,0.4352574348449707,0.2781321406364441,-0.0283394642174243,0.3985878825187683,0.4585491120815277,-0.0050511988811194,0.4002240300178528,0.3857533037662506,-0.0137418480589985,0.405534416437149,0.3417529463768005,-0.0227848216891288,0.4080736935138702,0.305903285741806,-0.0288809295743703,0.3678506016731262,0.4773835837841034,-0.0113072386011481,0.3697935044765472,0.4180254936218261,-0.0193514302372932,0.374131977558136,0.3805586397647857,-0.0226784776896238,0.3782591521739959,0.3470380008220672,-0.0248623695224523
B,1,0.3949039578437805,0.6582756638526917,3.089665483457793e-07,0.4367562234401703,0.6163904070854187,-0.0240569226443767,0.4597618579864502,0.5504356622695923,-0.0309125669300556,0.4243931770324707,0.4951707124710083,-0.0356356613337993,0.3854702413082123,0.4709445238113403,-0.0392707698047161,0.4614897072315216,0.4648315608501434,-0.003687348216772,0.4698571264743805,0.3894363343715668,-0.0133453551679849,0.469626247882843,0.3441613912582397,-0.0245471764355897,0.4665541350841522,0.3034260869026184,-0.0336850956082344,0.4289135336875915,0.4528360366821289,-0.0027361263055354,0.4368385970592499,0.3710528612136841,-0.0097289346158504,0.4389612972736358,0.3202895522117615,-0.0210122130811214,0.4384133815765381,0.2772728204727173,-0.0299634598195552,0.3996804654598236,0.4587107300758362,-0.0058555952273309,0.4028594493865967,0.3838843405246734,-0.01465530321002,0.4082550704479217,0.3389222919940948,-0.0247418731451034,0.4104574024677276,0.3026414811611175,-0.0316253341734409,0.3693092465400696,0.47684445977211,-0.0118333352729678,0.3715632557868957,0.4169528186321258,-0.0199294332414865,0.3763817846775055,0.3793520331382751,-0.0238938089460134,0.3807849287986755,0.3464296460151672,-0.0266081430017948
B,1,0.396159827709198,0.6590067744255066,2.9903759468652424e-07,0.4376447200775146,0.619010865688324,-0.024773433804512,0.4603722393512726,0.5531384348869324,-0.0320515260100364,0.4257323145866394,0.4968842566013336,-0.0371496342122554,0.3873314261436462,0.4709857702255249,-0.0411944389343261,0.4628258347511291,0.464686781167984,-0.0045803999528288,0.4709103405475616,0.3895804286003113,-0.0145049206912517,0.4701871871948242,0.3441931009292602,-0.0261827949434518,0.4666237831115722,0.3033866286277771,-0.0358530580997467,0.4304054379463196,0.4527373015880584,-0.0035676667466759,0.4384544789791107,0.371221125125885,-0.0107505759224295,0.440416544675827,0.3204668164253235,-0.0226648245006799,0.4396494626998901,0.2768915891647339,-0.0323586575686931,0.4012179970741272,0.4589327275753021,-0.0066867750138044,0.4045091569423675,0.3841947913169861,-0.0156765729188919,0.409736305475235,0.3392126560211181,-0.0264065582305192,0.4115344583988189,0.3025214672088623,-0.0339956507086753,0.3706805109977722,0.477676123380661,-0.0127372136339545,0.3729388117790222,0.4170536398887634,-0.0212025456130504,0.3777393996715545,0.3790411055088043,-0.0258877575397491,0.3819103837013244,0.3453344702720642,-0.0293475370854139
B,1,0.396367460489273,0.659393846988678,2.9426928449538536e-07,0.4381915330886841,0.6200540661811829,-0.0245596561580896,0.4606598615646362,0.5534349679946899,-0.0317390896379947,0.4253711998462677,0.4960114061832428,-0.0367110818624496,0.3869328796863556,0.4691857993602752,-0.0405715890228748,0.4639164507389068,0.465139776468277,-0.0049634552560746,0.4721595048904419,0.3897098004817962,-0.0148893957957625,0.47148397564888,0.3440418839454651,-0.0263840742409229,0.4677917063236236,0.3029574751853943,-0.0359116829931736,0.431486427783966,0.4529016017913818,-0.0040017566643655,0.439625084400177,0.3710744082927704,-0.0111140254884958,0.4415750205516815,0.3201457560062408,-0.0225161965936422,0.440498411655426,0.2766756415367126,-0.0318075641989707,0.402211993932724,0.4591512978076935,-0.0071194763295352,0.4054597616195678,0.3842688202857971,-0.0160311162471771,0.4107003509998321,0.3393600583076477,-0.0260913129895925,0.4122341275215149,0.3025182485580444,-0.0332083627581596,0.3713825047016144,0.4780325293540954,-0.0131456665694713,0.3740675747394562,0.417141705751419,-0.0217111334204673,0.3793120980262756,0.3789819478988647,-0.0261101573705673,0.3837387263774872,0.3449276387691498,-0.0292810704559087
B,1,0.3964118361473083,0.6595061421394348,2.889565564601071e-07,0.4379527866840362,0.6197262406349182,-0.0243811160326004,0.460438072681427,0.5532666444778442,-0.0316084846854209,0.4255219399929046,0.4957834482192993,-0.0366311930119991,0.3874982297420501,0.4687314629554748,-0.0405029319226741,0.4639670252799988,0.4649971425533294,-0.0050318129360675,0.4724509119987488,0.3892248272895813,-0.0148579981178045,0.471917986869812,0.3437657356262207,-0.0261808093637228,0.4683141708374023,0.3032245635986328,-0.0354863628745079,0.4315755665302276,0.452663391828537,-0.0040326490998268,0.4398314654827118,0.3705779314041137,-0.0109483236446976,0.4416558444499969,0.3195982575416565,-0.0221196599304676,0.4403834044933319,0.2764871120452881,-0.0312021989375352,0.4023963212966919,0.4587765038013458,-0.0070501402951776,0.405998945236206,0.383942186832428,-0.0156090091913938,0.4112763404846191,0.3392850756645202,-0.0253647193312644,0.4128184020519256,0.3028444647789001,-0.0323007628321647,0.3716173470020294,0.4777174592018127,-0.0129546467214822,0.3741760849952698,0.4172326028347015,-0.0211671460419893,0.3794592320919037,0.3793697953224182,-0.0252604316920042,0.3839329481124878,0.3458147943019867,-0.0281956847757101
B,1,0.3984265327453613,0.6609172821044922,3.114218998234719e-07,0.4410466849803924,0.6202269792556763,-0.0244600977748632,0.4636646211147308,0.5505445003509521,-0.030769445002079,0.4279176890850067,0.4926490187644958,-0.0348227880895137,0.3885938227176666,0.4669265449047088,-0.0377285070717334,0.465641438961029,0.4617734253406524,-0.0029805656522512,0.4734932780265808,0.3859624564647674,-0.0117122437804937,0.4728954434394836,0.3402534127235412,-0.0225910898298025,0.4691624939441681,0.2988464534282684,-0.031851340085268,0.4329657554626465,0.4498288631439209,-0.0018997410079464,0.4407209455966949,0.367498904466629,-0.0080999070778489,0.4433198273181915,0.3160812258720398,-0.0193376392126083,0.4428049921989441,0.2722247838973999,-0.0285110864788293,0.4034735262393951,0.4566073417663574,-0.0050211166962981,0.4066566824913025,0.3811091184616089,-0.0135772405192255,0.4127745926380157,0.3354846835136413,-0.024044694378972,0.4150995910167694,0.2976865768432617,-0.0313585102558136,0.3727015852928161,0.4758490025997162,-0.0110419373959302,0.3756030201911926,0.4138412475585937,-0.0195740330964326,0.3810353577136993,0.3754289746284485,-0.0241486001759767,0.3857689797878265,0.341137170791626,-0.0274101085960865
B,1,0.3990841507911682,0.658985435962677,3.008013607086468e-07,0.4421280324459076,0.6178252100944519,-0.0231338627636432,0.4659867882728576,0.5475016832351685,-0.0288995839655399,0.429697036743164,0.4899413585662842,-0.0326102934777736,0.3898486196994781,0.4663346409797668,-0.0352512821555137,0.4674269556999206,0.458908200263977,-0.0022340116556733,0.4760235846042633,0.382601797580719,-0.0109758796170353,0.4751959443092346,0.3377200067043304,-0.021519299596548,0.4706311821937561,0.2981505990028381,-0.0301133804023265,0.43401899933815,0.4474575519561767,-0.001655527157709,0.4426215589046478,0.364133208990097,-0.007551924791187,0.4450681507587433,0.31238853931427,-0.0179610662162303,0.4439326226711273,0.2696119546890259,-0.0262955296784639,0.4039709270000458,0.4542838335037231,-0.0051967683248221,0.4075208604335785,0.3773550391197204,-0.0134190348908305,0.4131785035133362,0.3317734599113464,-0.0230876095592975,0.4150705337524414,0.2950645983219147,-0.0296618230640888,0.3725776076316833,0.4733899235725403,-0.0114824716001749,0.3750931024551391,0.411166250705719,-0.0196040142327547,0.3805588483810425,0.372837483882904,-0.0234304163604974,0.3854576051235199,0.3391322493553161,-0.0259879119694232
B,1,0.4023260474205017,0.6527168154716492,2.954231490548409e-07,0.4476760923862457,0.6070427894592285,-0.0204187408089637,0.4736722111701965,0.5384783744812012,-0.0248630363494157,0.4381046891212463,0.4832215309143066,-0.0279395096004009,0.3982813954353332,0.4633829891681671,-0.0302095897495746,0.4706478714942932,0.4541528820991516,0.0013591445749625,0.478688895702362,0.3790455460548401,-0.0067697768099606,0.4786079525947571,0.3340259194374084,-0.0172654520720243,0.4756184220314026,0.2937707304954529,-0.0258976463228464,0.4372648894786834,0.4430007338523865,0.0011055229697376,0.4443588256835937,0.3606255650520324,-0.0041264258325099,0.4464938938617706,0.3095704913139343,-0.0144102228805422,0.4456452131271362,0.2671258449554443,-0.0228000804781913,0.4073958992958069,0.4491450786590576,-0.0030600831378251,0.4096762835979461,0.3737969994544983,-0.0101796416565775,0.4143512547016144,0.3285660147666931,-0.018972735852003,0.4158245623111725,0.2921452820301056,-0.0250863265246152,0.3763210475444793,0.467778742313385,-0.0098678963258862,0.3780600130558014,0.4063681066036224,-0.0162460058927536,0.3826301097869873,0.3681020438671112,-0.0187310073524713,0.386344313621521,0.3348008394241333,-0.020512843504548
B,1,0.403550922870636,0.6445122361183167,2.977059239128721e-07,0.4487773478031158,0.6010085940361023,-0.0198954138904809,0.4746305346488952,0.5325532555580139,-0.0241054147481918,0.4404571950435638,0.4769295156002044,-0.0269901417195796,0.4003040790557861,0.4569616019725799,-0.0293272845447063,0.4756917953491211,0.4493389725685119,0.0001755861158017,0.4839904904365539,0.3729084432125091,-0.0079140216112136,0.484327882528305,0.3274554014205932,-0.0180809330195188,0.4813925921916961,0.2871319055557251,-0.0265343617647886,0.441983550786972,0.4381127953529358,-0.0006506042554974,0.4491983950138092,0.3554012775421142,-0.0064189136028289,0.4520816802978515,0.3038824200630188,-0.0170605741441249,0.4520474970340729,0.2608588933944702,-0.0256759691983461,0.4113820195198059,0.4442980289459228,-0.0052644801326096,0.4134705662727356,0.3686316907405853,-0.0134027460590004,0.4193733334541321,0.3219017386436462,-0.0232781879603862,0.4224338233470917,0.2836806178092956,-0.0301384720951318,0.3793776631355285,0.4621413350105285,-0.0123225878924131,0.3819973766803741,0.3999476730823517,-0.0199595224112272,0.3870770335197449,0.3619967699050903,-0.0233647413551807,0.3916877806186676,0.3286656737327575,-0.0258324053138494
B,1,0.4040632247924804,0.6432756185531616,2.7903087129743653e-07,0.4477992653846741,0.6016790866851807,-0.0206130258738994,0.473541259765625,0.5348020195960999,-0.0262114610522985,0.4403328001499176,0.4782785177230835,-0.0302836373448371,0.400648295879364,0.4559429287910461,-0.03351916000247,0.4758522808551788,0.4497877359390259,-0.0023453768808394,0.4863333404064178,0.3731395006179809,-0.011618441902101,0.486343502998352,0.328740507364273,-0.0222483593970537,0.4822244942188263,0.290150374174118,-0.0306037310510873,0.4420207738876343,0.437705397605896,-0.0028416856657713,0.4509851634502411,0.3548170030117035,-0.0090872598811984,0.4533325731754303,0.3037413954734802,-0.0195833276957273,0.452133297920227,0.2619513273239136,-0.0279013328254222,0.4114835262298584,0.4436235725879669,-0.0069899195805191,0.4156494140625,0.3671293258666992,-0.0150400465354323,0.421305239200592,0.3211801052093506,-0.024276016280055,0.4233895540237427,0.2847434878349304,-0.0306364223361015,0.379411518573761,0.4621128141880035,-0.013598509132862,0.3817662298679352,0.4011555314064026,-0.0211263131350278,0.3870133757591247,0.3626895546913147,-0.0242054406553506,0.3915557265281677,0.3297783136367798,-0.0262498706579208
